1416973701546,2586,FTP请求,200,OK,线程组 1-1,,true,13774007,1,1,7
1416973704135,2704,FTP请求,200,OK,线程组 1-1,,true,13774007,2,2,3
1416973704550,3565,FTP请求,200,OK,线程组 1-2,,true,13774007,3,3,52
1416973706840,3091,FTP请求,200,OK,线程组 1-1,,true,13774007,3,3,27
1416973707553,4465,FTP请求,200,OK,线程组 1-3,,true,13774007,4,4,61
1416973708116,4673,FTP请求,200,OK,线程组 1-2,,true,13774007,4,4,41
1416973709933,4954,FTP请求,200,OK,线程组 1-1,,true,13774007,5,5,17
1416973710554,5333,FTP请求,200,OK,线程组 1-4,,true,13774007,5,5,57
1416973712020,5388,FTP请求,200,OK,线程组 1-3,,true,13774007,6,6,27
1416973712791,6052,FTP请求,200,OK,线程组 1-2,,true,13774007,6,6,25
1416973713553,7078,FTP请求,200,OK,线程组 1-5,,true,13774007,7,7,56
1416973714888,6013,FTP请求,200,OK,线程组 1-1,,true,13774007,7,7,26
1416973716555,6936,FTP请求,200,OK,线程组 1-6,,true,13774007,7,7,39
1416973715888,8379,FTP请求,200,OK,线程组 1-4,,true,13774007,7,7,34
1416973717409,9271,FTP请求,200,OK,线程组 1-3,,true,13774007,8,8,31
1416973718845,8113,FTP请求,200,OK,线程组 1-2,,true,13774007,8,8,31
1416973719558,9478,FTP请求,200,OK,线程组 1-7,,true,13774007,9,9,48
1416973722554,8503,FTP请求,200,OK,线程组 1-8,,true,13774007,9,9,66
1416973720633,10433,FTP请求,200,OK,线程组 1-5,,true,13774007,9,9,23
1416973724269,8915,FTP请求,200,OK,线程组 1-4,,true,13774007,9,9,42
1416973725552,9606,FTP请求,200,OK,线程组 1-9,,true,13774007,9,9,45
1416973723493,12561,FTP请求,200,OK,线程组 1-6,,true,13774007,9,9,24
1416973726681,11070,FTP请求,200,OK,线程组 1-3,,true,13774007,9,9,32
1416973726959,12397,FTP请求,200,OK,线程组 1-2,,true,13774007,9,9,39
1416973728558,10991,FTP请求,200,OK,线程组 1-10,,true,13774007,8,8,53
1416973731059,10511,FTP请求,200,OK,线程组 1-8,,true,13774007,8,8,9
1416973731068,12404,FTP请求,200,OK,线程组 1-5,,true,13774007,8,8,15
1416973729038,14886,FTP请求,200,OK,线程组 1-7,,true,13774007,8,8,18
1416973733186,13044,FTP请求,200,OK,线程组 1-4,,true,13774007,8,8,25
1416973735161,11087,FTP请求,200,OK,线程组 1-9,,true,13774007,8,8,16
1416973736057,12937,FTP请求,200,OK,线程组 1-6,,true,13774007,8,8,35
1416973737754,11255,FTP请求,200,OK,线程组 1-3,,true,13774007,8,8,36
1416973739552,11435,FTP请求,200,OK,线程组 1-10,,true,13774007,7,7,33
1416973741572,10610,FTP请求,200,OK,线程组 1-8,,true,13774007,7,7,19
1416973743474,10522,FTP请求,200,OK,线程组 1-5,,true,13774007,7,7,15
1416973743927,10675,FTP请求,200,OK,线程组 1-7,,true,13774007,7,7,54
1416973746250,9945,FTP请求,200,OK,线程组 1-9,,true,13774007,7,7,13
1416973748996,8930,FTP请求,200,OK,线程组 1-6,,true,13774007,7,7,12
1416973746233,12974,FTP请求,200,OK,线程组 1-4,,true,13774007,7,7,14
1416973752183,8950,FTP请求,200,OK,线程组 1-8,,true,13774007,6,6,15
1416973750988,10259,FTP请求,200,OK,线程组 1-10,,true,13774007,6,6,15
1416973753999,9181,FTP请求,200,OK,线程组 1-5,,true,13774007,6,6,24
1416973754604,10636,FTP请求,200,OK,线程组 1-7,,true,13774007,5,5,18
1416973756197,9332,FTP请求,200,OK,线程组 1-9,,true,13774007,5,5,21
1416973757928,9212,FTP请求,200,OK,线程组 1-6,,true,13774007,5,5,41
1416973761135,9174,FTP请求,200,OK,线程组 1-8,,true,13774007,4,4,21
1416973761249,9344,FTP请求,200,OK,线程组 1-10,,true,13774007,3,3,52
1416973765242,7832,FTP请求,200,OK,线程组 1-7,,true,13774007,3,3,36
1416973770595,5343,FTP请求,200,OK,线程组 1-10,,true,13774007,2,2,97
1416973765530,11769,FTP请求,200,OK,线程组 1-9,,true,13774007,1,1,58
